Facility,State,name,Date,Source,cases,staffcases,deaths,staffdeaths,pop,currentpop,lat,lon
state,West Virginia,TYGART VALLEY REGIONAL JAIL,4/23/2021,https://dhhr.wv.gov/COVID-19/Pages/Correctional-Facilities.aspx,372,,,,444,547,38.94055616,-79.95143291
state,West Virginia,VICKI DOUGLAS JUVENILE CENTER,4/23/2021,https://dhhr.wv.gov/COVID-19/Pages/Correctional-Facilities.aspx,2,,,,17,11,39.4460122,-77.96400332
state,West Virginia,WESTERN REGIONAL JAIL,4/23/2021,https://dhhr.wv.gov/COVID-19/Pages/Correctional-Facilities.aspx,244,,,,630,717,38.41899544,-82.29328038
state,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,42,10,,,136,50,44.35786614,-90.65226505
state,Wisconsin,CENTRAL OFFICE,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,,48,,,,,,
state,Wisconsin,CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,296,37,,,489,304,44.92848135,-91.34985973
state,Wisconsin,COLUMBIA CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,281,83,1,,2906,714,43.56623534,-89.48969737
state,Wisconsin,COPPER LAKE SCHOOL LINCOLN HILLS SCHOOL,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19TestingDashboard.aspx,24,,,,,61,,
state,Wisconsin,DIVISION OF COMMUNITY CORRECTIONS,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,,222,,,,,,
state,Wisconsin,DODGE CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,778,181,2,,1680,1370,43.6267,-88.73489
state,Wisconsin,DRUG ABUSE CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,83,27,,,269,166,44.0774909,-88.5211878
state,Wisconsin,FELMERS O CHANEY CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,40,6,,,102,60,43.07007268,-87.95187077
state,Wisconsin,FLAMBEAU CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,14,6,,,86,26,45.6564397,-90.741727
state,Wisconsin,FOX LAKE CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,897,148,2,,1358,1167,43.61455689,-88.91207342
state,Wisconsin,GORDON CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,48,11,,,87,77,46.2325972,-91.75377162
state,Wisconsin,GREEN BAY CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,482,142,1,,1069,969,44.46991007,-88.03544941
state,Wisconsin,GROW ACADEMY,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19TestingDashboard.aspx,0,,,,,2,,
state,Wisconsin,JACKSON CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,606,86,,,2331,882,44.30538415,-90.79061237
state,Wisconsin,JOHN C BURKE CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,40,20,,,284,217,43.62074161,-88.7371507
state,Wisconsin,KENOSHA CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,8,7,,,115,84,42.57653784,-87.82654203
state,Wisconsin,KETTLE MORAINE CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,887,149,1,,1184,1097,43.71981938,-88.15039839
state,Wisconsin,MARSHALL E SHERRER CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,9,15,,,59,37,43.0475614,-87.9296434
state,Wisconsin,MCNAUGHTON CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,71,9,,,111,95,45.80107702,-89.63248447
state,Wisconsin,MILWAUKEE SECURE DETENTION FACILITY,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,151,83,,,1093,295,43.04389352,-87.92492969
state,Wisconsin,MILWAUKEE WOMENS CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,30,14,,,106,79,43.08106574,-87.91913608
state,Wisconsin,NEW LISBON CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,552,91,,,1046,967,43.88144091,-90.13159165
state,Wisconsin,OAKHILL CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,424,60,1,,754,569,42.96173073,-89.39425332
state,Wisconsin,OREGON CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,1,2,,,120,107,42.9516121,-89.39681702
state,Wisconsin,OSHKOSH CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,1033,129,4,,2055,1855,44.07161973,-88.55714256
federal,Wisconsin,OXFORD FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,681,,0,0,,829,,
state,Wisconsin,PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,413,76,1,,511,435,43.03278416,-91.14045117
state,Wisconsin,RACINE CORRECTIONAL INSTITUTION STURTEVANT TRANSITIONAL FACILITY,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,1179,139,2,,1678,1689,42.71071464,-87.90163643
state,Wisconsin,RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,140,58,,,459,295,42.73658288,-87.79937971
state,Wisconsin,REDGRANITE CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,362,88,3,,1011,900,44.05383951,-89.10893012
state,Wisconsin,ROBERT E ELLSWORTH CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,242,39,,,468,341,42.69697289,-88.08151731
state,Wisconsin,SAINT CROIX CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,1,7,,,106,31,45.13049785,-92.57062555
state,Wisconsin,SANGER B POWERS CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,63,2,,,117,86,44.54072088,-88.1918622
state,Wisconsin,STANLEY CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,421,135,3,,1581,1334,44.94872581,-90.9550094
state,Wisconsin,STURTEVANT TRANSITIONAL FACILITY,4/21/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,,,,,138,,42.71302256,-87.89822508
state,Wisconsin,TAYCHEEDAH CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19TestingDashboard.aspx,486,88,1,,928,798,43.79784872,-88.38573436
state,Wisconsin,THOMPSON CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,42,8,,,138,106,43.02440866,-89.04490431
state,Wisconsin,WAUPUN CORRECTIONAL INSTITUTION,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,722,129,4,,1256,946,43.62968752,-88.73157116
state,Wisconsin,WINNEBAGO CORRECTIONAL CENTER,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,78,14,,,283,220,44.07907475,-88.51467644
state,Wisconsin,WISCONSIN SECURE PROGRAM FACILITY,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,3,45,,,484,406,43.1430687,-90.68297355
federal,Wyoming,CASPER REENTRY CENTER ACC,4/23/2021,https://www.bop.gov/coronavirus/,2,,0,0,,,,
state,Wyoming,STATEWIDE,4/23/2021,http://corrections.wyo.gov/,,,3,,,,,
state,Wyoming,WOMENS CENTER IN LUSK,4/23/2021,http://corrections.wyo.gov/,,,0,,249,,42.767941,-104.4673103
state,Wyoming,WYOMING HONOR CONSERVATION CAMP,4/23/2021,http://corrections.wyo.gov/,,,0,,215,,,
state,Wyoming,WYOMING HONOR FARM,4/23/2021,http://corrections.wyo.gov/,,,0,,203,,43.05942739,-108.3698961
state,Wyoming,WYOMING MEDIUM CORRECTIONAL INSTITUTION,4/23/2021,http://corrections.wyo.gov/,,,0,,604,,42.0712197,-104.119055
state,Wyoming,WYOMING STATE PENITENTIARY,4/23/2021,http://corrections.wyo.gov/,,,0,,581,,41.76246282,-107.213795
state,Alabama,ALABAMA CORRECTIONS ACADEMY,4/23/2021,http://www.doc.alabama.gov/covid19news,0,22,0,0,,,32.739632,-86.843459
county,California,SACRAMENTO COUNTY JAIL,4/23/2021,https://www.davisvanguard.org/tag/covid-19/,1784,,0,,1917,3321,38.58298737,-121.4974903
county,California,SAN DIEGO COUNTY JAILS,4/23/2021,https://www.sdsheriff.net/resources/covid-19-response/covid-19-figures,,564,,1,1008,4011,32.71725211,-117.1642716
county,California,SANTA CLARA COUNTY JAIL,4/23/2021,https://www.davisvanguard.org/tag/covid-19/,,,,,3279,2349,37.35147,-121.9063
county,California,SANTA RITA JAIL,4/23/2021,https://www.davisvanguard.org/tag/covid-19/,574,110,0,,2131,2126,37.71784065,-121.8877904
state,California,STATEWIDE,4/23/2021,https://www.cdcr.ca.gov/covid19/updates/,,,,,,,,
state,Delaware,COMMUNITY CORRECTIONS TREATMENT CENTER,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,,,38.66005,-75.37025
state,Delaware,HAZEL D PLANT WOMANS TREATMENT FACILITY,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,92,,39.70245095,-75.58293544
state,Idaho,DISTRICT 2,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,1,,,,,44.302099,-114.595628
state,Idaho,DISTRICT 6,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,7,,,,,44.302099,-114.595628
state,Idaho,DISTRICT 7,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,12,,,,,44.302099,-114.595628
state,Idaho,NAMPA COMMUNITY REENTRY CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,2,,,96,,43.59891476,-116.5347832
state,Idaho,TWIN FALLS COMMUNITY REENTRY CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,3,,,,,42.5407886,-114.4823428
state,Kentucky,SOUTHEAST STATE CORRECTIONAL COMPLEX,4/23/2021,https://corrections.ky.gov/About/researchandstats/Pages/dailycount.aspx,65,30,0,0,,255,37.33966674,-82.71695313
state,Maine,LONG CREEK YOUTH DEVELOPMENT CENTER,4/23/2021,https://www.maine.gov/corrections/covid-19-resources,1,,,,,25,43.63987409,-70.30892314
state,Michigan,ELECTRONIC MONITORING CENTER,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,1,,0,,,44.844176,-85.660493
state,Michigan,IONIA REGIONAL WAREHOUSE,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,5,,0,,,44.844176,-85.660493
state,Michigan,JACKSON REGIONAL OFFICE,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,5,,0,,,44.844176,-85.660493
state,Michigan,JACKSON TRAINING CENTER,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,2,,0,,,44.844176,-85.660493
state,Michigan,KINROSS REGIONAL OFFICE,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,9,,0,,,44.844176,-85.660493
state,Michigan,SOUTHERN REGION ACADEMY,4/23/2021,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,,3,,0,,,44.844176,-85.660493
state,Minnesota,CENTRAL OFFICE,4/23/2021,https://mn.gov/doc/about/covid-19-updates/,,23,,,,,46.316134,-94.19948
state,Minnesota,ROSEVILLE MINNCOR,4/23/2021,https://mn.gov/doc/about/covid-19-updates/,,4,,,,,46.316134,-94.19948
state,Mississippi,YAZOO COUNTY CORRECTIONAL FACILITY,4/23/2021,https://www.mdoc.ms.gov/Pages/COVID-19-Information-and-Updates.aspx,27,,,,,,32.8481395,-90.4307198
state,Missouri,CCC CHILLICOTHE,4/23/2021,https://doc.mo.gov/media-center/newsroom/covid-19/data,,,,,1529,,39.83176883,-93.53619888
state,Nevada,CARLIN CONSERVATION CAMP,4/23/2021,http://doc.nv.gov/About/Press_Release/covid19_updates/,84,5,0,0,111,,40.72812676,-116.0837723
state,Nevada,HUMBOLDT CONSERVATION CAMP,4/23/2021,http://doc.nv.gov/About/Press_Release/covid19_updates/,95,9,0,0,122,,40.90021549,-117.921761
state,Nevada,JEAN CONSERVATION CAMP,4/23/2021,http://doc.nv.gov/About/Press_Release/covid19_updates/,55,7,0,0,184,,35.77319303,-115.3153555
state,Nevada,WARM SPRINGS CORRECTIONAL CENTER,4/23/2021,http://doc.nv.gov/About/Press_Release/covid19_updates/,481,67,0,0,573,,39.15677708,-119.7372232
state,North Carolina,BROWN CREEK CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,0,,,,,,34.988896,-80.1813538
state,North Carolina,OFF PREMISES,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,0,,,,,,35.53971,-79.130864
state,Oregon,NON INSTITUTION LOCATIONS,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,,31,,,,,43.971713,-120.622958
county,Pennsylvania,PHILADELPHIA DEPT OF JAILS,4/23/2021,https://www.phila.gov/programs/coronavirus-disease-2019-covid-19/testing-and-data/#/philadelphia-prisons-covid-19-data,1592,,,,4780,4818,40.0024769,-75.1880676
state,Rhode Island,HIGH SECURITY FACILITY,4/23/2021,http://www.doc.ri.gov/covid-19/,10,28,,,88,,41.74948583,-71.46198737
state,Tennessee,COMMUNITY SERVICES AND REHABILITATION,4/23/2021,https://www.tn.gov/correction.html,,241,0,2,,,35.858564,-86.349357
state,Tennessee,CORRECTIONS ACADEMY,4/23/2021,https://www.tn.gov/correction.html,,15,0,1,,,35.3412656,-86.1911927
state,Washington,CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER,4/23/2021,https://www.doc.wa.gov/corrections/covid-19/data.htm,,2,,0,,,47.846816,-122.0030528
state,Washington,SOUTHWEST REGION PERFORMANCE CENTER,4/23/2021,https://www.doc.wa.gov/corrections/covid-19/data.htm,,6,,0,,,47.038305,-122.82489
state,Wisconsin,AUXILIARY UNITS,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,,22,,,,,44.630907,-89.709392
county,Wisconsin,CRIMINAL JUSTICE FACILITY,4/23/2021,https://county.milwaukee.gov/EN/COVID-19/Individuals-in-County-Care,,,0,,513,,43.04263885,-87.92378519
county,Wisconsin,HOUSE OF CORRECTION,4/23/2021,https://county.milwaukee.gov/EN/COVID-19/Individuals-in-County-Care,,,0,,1800,0,42.88009616,-88.00214909
county,Wisconsin,JUVENILE JUSTICE CENTER,4/23/2021,https://county.milwaukee.gov/EN/COVID-19/Individuals-in-County-Care,,,0,,,,43.04402836,-88.03992305
state,Wisconsin,DIVISION OF JUVENILE CORRECTIONS FACILITIES,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,,94,,,,,44.630907,-89.709392
state,Wisconsin,DIVISION OF JUVENILE CORRECTIONS FIELD,4/23/2021,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,,4,,,,,44.630907,-89.709392
immigration,Mississippi,ICE ADAMS COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,337,,0,,338,,31.555506,-91.218611
immigration,California,ADELANTO ICE PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,270,,0,,412,,34.559424,-117.442225
immigration,Louisiana,ICE ALEXANDRIA STAGING FACILITY,4/23/2021,https://www.ice.gov/coronavirus,240,,0,,140,,31.274156,-92.467107
immigration,Louisiana,ICE ALLEN PARISH PUBLIC SAFETY COMPLEX,4/23/2021,https://www.ice.gov/coronavirus,12,,0,,70,,30.622443,-92.774923
immigration,Colorado,ICE DENVER CONTRACT DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,187,,0,,236,,39.761052,-104.849066
immigration,Florida,ICE BAKER COUNTY SHERIFFS OFFICE,4/23/2021,https://www.ice.gov/coronavirus,16,,0,,197,,30.295839,-82.121572
immigration,New Jersey,ICE BERGEN COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,26,,0,,195,,40.87379,-74.038963
immigration,Texas,ICE BLUEBONNET DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,409,,0,,428,,32.767645,-99.888084
immigration,Massachusetts,ICE BRISTOL COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,9,,0,,23,,41.667232,-70.993598
immigration,Florida,ICE BROWARD TRANSITIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,253,,0,,405,,26.277176,-80.150897
immigration,New York,ICE BUFFALO BATAVIA SERVICE PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,118,,0,,267,,43.020617,-78.201559
immigration,Utah,ICE CACHE COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,15,,0,,,,41.717722,-111.836493
immigration,Michigan,ICE CALHOUN COUNTY CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,60,,0,,122,,42.315719,-85.176527
immigration,Pennsylvania,ICE CAMBRIA COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,14,,0,,10,,40.484404,-78.701412
immigration,Virginia,ICE CAROLINE DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,74,,0,,176,,38.008401,-77.260353
immigration,Louisiana,ICE CATAHOULA CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,119,,0,,,,31.77501,-91.836953
immigration,Arizona,ICE CCA FLORENCE CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,142,,0,,117,,33.044083,-111.371772
immigration,South Carolina,ICE CHARLESTON COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,2,,0,,,,32.847201,-80.014173
immigration,Kansas,ICE CHASE COUNTY DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,84,,0,,57,,38.367157,-96.538447
immigration,New Mexico,ICE CIBOLA COUNTY CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,35.179983,-107.90859
immigration,Indiana,ICE CLAY COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,23,,0,,62,,39.523722,-87.11907
immigration,Texas,ICE COASTAL BEND DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,13,,0,,,,27.736711,-97.754746
immigration,South Carolina,ICE COLUMBIA REGIONAL CARE CENTER,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,34.080135,-80.977057
immigration,Maine,ICE CUMBERLAND COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,43.65117,-70.28184
immigration,Nebraska,ICE DOUGLAS COUNTY,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,41.253337,-95.938262
immigration,Texas,ICE EDEN DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,65,,0,,114,,31.21662,-99.834003
immigration,Texas,ICE EL PASO SERVICE PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,430,,0,,337,,31.793485,-106.369396
immigration,Texas,ICE EL VALLE DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,252,,0,,271,,26.470578,-97.761119
immigration,New Jersey,ICE ELIZABETH CONTRACT DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,39,,0,,123,,40.666175,-74.188848
immigration,Arizona,ICE ELOY FEDERAL CONTRACT FACILITY,4/23/2021,https://www.ice.gov/coronavirus,471,,0,,355,,32.817595,-111.522377
immigration,New Jersey,ICE ESSEX COUNTY CORRECTIONAL FACILITY,4/23/2021,https://www.ice.gov/coronavirus,24,,0,,216,,40.720435,-74.124278
immigration,Alabama,ICE ETOWAH COUNTY JAIL ALABAMA,4/23/2021,https://www.ice.gov/coronavirus,30,,0,,105,,34.016532,-86.012369
immigration,Virginia,ICE IMMIGRATION CENTERS OF AMERICA FARMVILLE,4/23/2021,https://www.ice.gov/coronavirus,339,,1,,119,,37.323174,-78.437472
immigration,Arizona,ICE FLORENCE SERVICE PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,106,,0,,89,,33.063608,-111.379047
immigration,Georgia,FOLKSTON ICE PROCESSING CENTER D RAY JAMES,4/23/2021,https://www.ice.gov/coronavirus,104,,0,,279,,30.83815,-81.999666
immigration,Massachusetts,ICE FRANKLIN COUNTY HOUSE OF CORRECTION,4/23/2021,https://www.ice.gov/coronavirus,9,,0,,22,,42.596727,-72.6131
immigration,Minnesota,ICE FREEBORN COUNTY ADULT DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,5,,0,,59,,43.646149,-93.368026
immigration,Ohio,ICE GEAUGA COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,11,,0,,29,,41.504924,-81.192108
immigration,Florida,ICE GLADES COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,188,,1,,299,,26.886471,-81.195575
immigration,California,ICE GOLDEN STATE ANNEX FACILITY,4/23/2021,https://www.ice.gov/coronavirus,6,,0,,80,,35.6681,-119.225818
immigration,Mississippi,ICE HANCOCK COUNTY JAIL,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,30.30278,-89.476802
immigration,Nevada,ICE HENDERSON DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,37,,0,,132,,36.030591,-114.979471
immigration,Texas,ICE HOUSTON CONTRACT DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,244,,0,,207,,29.950538,-95.312224
immigration,New Jersey,ICE HUDSON COUNTY CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,14,,0,,84,,40.727856,-74.108315
immigration,Texas,ICE POLK COUNTY ADULT DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,62,,0,,,,30.696239,-95.005673
immigration,California,ICE IMPERIAL REGIONAL DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,142,,0,,280,,32.68755,-115.541
immigration,Georgia,ICE IRWIN COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,71,,0,,370,,31.580076,-83.255899
immigration,Louisiana,ICE JACKSON PARISH CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,129,,0,,222,,32.215777,-92.717318
immigration,Texas,ICE JOE CORLEY DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,51,,1,,,,30.335786,-95.448264
immigration,Texas,ICE JOHNSON COUNTY CORRECTIONS CENTER,4/23/2021,https://www.ice.gov/coronavirus,4,,0,,35,,32.376057,-97.389216
immigration,Texas,ICE KARNES COUNTY RESIDENTIAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,348,,0,,90,,28.885513,-97.915467
immigration,Oklahoma,ICE KAY COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,42,,36.868489,-97.067169
immigration,Florida,ICE KROME NORTH SERVICE PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,243,,0,,357,,25.754769,-80.490569
immigration,Arizona,ICE LA PALMA CORRECTIONAL CENTER,4/23/2021,https://www.ice.gov/coronavirus,964,,0,,441,,32.814174,-111.531994
immigration,Texas,ICE LAREDO PROCESSING CENTER,4/23/2021,https://www.ice.gov/coronavirus,28,,0,,80,,27.528437,-99.446592
immigration,Florida,ICE LARKIN BEHAVIORAL HEALTH CENTER,4/23/2021,https://www.ice.gov/coronavirus,2,,0,,,,26.020894,-80.18086
immigration,Louisiana,ICE LASALLE CORR CTR OLLA,4/23/2021,https://www.ice.gov/coronavirus,25,,0,,,,31.847142,-92.288325
immigration,Louisiana,ICE JENALASALLE DETENTION FACILITY,4/23/2021,https://www.ice.gov/coronavirus,121,,0,,516,,31.707145,-92.151233
immigration,Texas,ICE LIMESTONE COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,94,,0,,138,,31.529088,-96.511982
immigration,Missouri,ICE LINCOLN COUNTY DETENTION CENTER,4/23/2021,https://www.ice.gov/coronavirus,1,,0,,,,39.016299,-90.940268
